linha_clinica_global,principio_ativo,marcas_global,qtd_skus_global,qtd_entradas_global,preco_global_ultimo_r_un,preco_global_media_r_un,preco_global_mediana_r_un,preco_global_min_r_un,preco_global_max_r_un,global_dt_ultima_entrada,unimed_cod_item,unimed_desc_depara,unimed_desc_item,unimed_unidade_venda,preco_unimed_vl_medio_r_un,unimed_prev_mes_qtd,unimed_prev_mes_rs,unimed_abc,unimed_politica,gap_pct_ultimo_global_vs_unimed,gap_pct_media_global_vs_unimed,gap_pct_mediana_global_vs_unimed,gap_rs_ultimo_global_menos_unimed,economia_pot_mensal_rs_ultimo,depara_origem,depara_confianca,preco_unimed_normalizado_r_un,economia_pot_mensal_rs_mediana,oportunidade_mensal_rs,risco_mensal_rs,depara_ok_preco,flags_revisao,fonte_preco_global,fonte_preco_unimed
HIPOCLORITO DE SODIO HOSPITALAR 1%  1 LI,HIPOCLORITO DE SODIO,['VIC PHARMA'],1,1,3.22,3.22,3.22,3.22,3.22,2025-02-07,84107,hipoclorito de sodio 1% 5l,hipoclorito de sodio 1% 5l,Galão,11.35,15.9,180.465,C,MATERIAIS ALMOX,-71.6,-71.6,-71.6,-8.13,-129.27,fuzzy_alta,0.94,11.35,-129.27,129.27,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DESINFETANTE HIPOCLORITO SODIO 1% 1L,HIPOCLORITO DE SODIO,['RIOQUIMICA'],1,1,7.8275,7.8275,7.8275,7.8275,7.8275,2024-02-19,84107,hipoclorito de sodio 1% 5l,hipoclorito de sodio 1% 5l,Galão,11.35,15.9,180.465,C,MATERIAIS ALMOX,-31.0,-31.0,-31.0,-3.5225,-56.01,fuzzy_alta,0.86,11.35,-56.01,56.01,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DIU COBRE/PRATA S/HORM MINI CU380AG,PRODUTOS PARA SAUDE,['DKT'],1,1,219.738,219.738,219.738,219.738,219.738,2022-12-05,87110,diu andalan silverflex mini cu 380 ag mini,diu andalan silverflex mini cu 380 ag mini,Unidade,224.95,0.8,179.96,C,ITENS BAIXO CONSUMO,-2.3,-2.3,-2.3,-5.212,-4.17,llm,1.0,224.95,-4.17,4.17,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DISP INCONTINENCIA URINARIA MASC N.EST G,PRODUTOS PARA SAUDE,['MEDSONDA'],1,1,1.062936,1.062936,1.062936,1.062936,1.062936,2025-09-03,87951,dispositivo p/ incontinencia urinaria c/ preservativo tamanho g e extensor,dispositivo p/ incontinencia urinaria c/ preservativo tamanho g e extensor,Unidade,1.86,96.0,178.56,C,MATERIAIS,-42.9,-42.9,-42.9,-0.7971,-76.52,llm,0.92,1.86,-76.52,76.52,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
HIDRALAZINA (50MG COMPRIMIDO REVESTIDO),HIDRALAZINA,"['NOVARTIS', 'UNIAO QUIMICA']",2,2,0.4606,0.4474415,0.4474415,0.434283,0.4606,2025-10-03,86617,hidralazina 50 mg drg,hidralazina 50 mg drg,Drágea,0.63,283.3,178.479,C,MEDICAMENTOS,-26.9,-29.0,-29.0,-0.1694,-47.99,llm,1.0,0.63,-51.72,51.72,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
PARACETAMOL+FOSFATO DE CODEINA (30+500MG CP) A2,PARACETAMOL+FOSFATO DE CODEINA,['EMS'],1,1,0.566667,0.566667,0.566667,0.566667,0.566667,2025-04-29,87098,paracetamol + codeina 500 mg + 30 mg com,paracetamol + codeina 500 mg + 30 mg com,Comprimido,0.62,287.8,178.436,C,MEDICAMENTOS,-8.6,-8.6,-8.6,-0.0533,-15.35,llm,1.0,0.62,-15.35,15.35,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"MALEATO DE METILERGOMETRINA (0,2MG/ML SOL INJ SC/IV/IM FA 1ML)",MALEATO DE METILERGOMETRINA,['UNIAO QUIMICA'],1,1,1.86,1.86,1.86,1.86,1.86,2023-07-28,86972,"metilergometrina 0,2 mg/ml sol inj amp 1 ml","metilergometrina 0,2 mg/ml sol inj amp 1 ml",Ampola,2.51,70.8,177.70799999999997,C,MEDICAMENTOS,-25.9,-25.9,-25.9,-0.65,-46.02,llm,1.0,2.51,-46.02,46.02,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
RISPERIDONA (1MG/ML SOL OR 30ML) C1,RISPERIDONA,"['CRISTALIA', 'PRATI DONADUZZI']",2,2,9.5,9.525,9.525,9.5,9.55,2025-04-04,87160,risperidona 1 mg/ml sol or fr 30 ml,risperidona 1 mg/ml sol or fr 30 ml,Frasco,29.49,6.0,176.94,C,MEDICAMENTOS,-67.8,-67.7,-67.7,-19.99,-119.94,fuzzy_alta,0.83,29.49,-119.79,119.79,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DIU COBRE S/HORM COMFORT MINI CU375,PRODUTOS PARA SAUDE,['DKT'],1,1,111.732,111.732,111.732,111.732,111.732,2023-11-08,92806,diu andalan comfort mini cu 375,diu andalan comfort mini cu 375,Unidade,153.46,1.15,176.47899999999998,C,MATERIAIS,-27.2,-27.2,-27.2,-41.728,-47.99,llm,1.0,153.46,-47.99,47.99,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"SULFATO DE POLIMIXINA B+LIDOCAINA LIQUIDO (12.000 UI+45,4 MG/ML OT )",SULFATO DE POLIMIXINA B+LIDOCAINA,['FQM'],1,1,9.8155,9.8155,9.8155,9.8155,9.8155,2023-02-10,87405,"neomicina, sulfato de + polimixina b, sulfato de + hidrocortisona 5 mg/ml + 10.000 ui/ml + 10 mg/ml susp oto fr 10 ml","neomicina, sulfato de + polimixina b, sulfato de + hidrocortisona 5 mg/ml + 10.000 ui/ml + 10 mg/ml susp oto fr 10 ml",Frasco,14.69,12.0,176.28,C,MEDICAMENTOS,-33.2,-33.2,-33.2,-4.8745,-58.49,fuzzy_alta,0.76,14.69,-58.49,58.49,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
HIDROCORTISONA+POLIMIXINA B+SULFATO DE NEOMICINA LIQUIDO (10000 UI+15 MG/ML SUSP OTO),HIDROCORTISONA+POLIMIXINA B+SULFATO DE NEOMICINA,['FQM'],2,2,9.81,10.168600000000001,10.168600000000001,9.81,10.5272,2025-08-15,87405,"neomicina, sulfato de + polimixina b, sulfato de + hidrocortisona 5 mg/ml + 10.000 ui/ml + 10 mg/ml susp oto fr 10 ml","neomicina, sulfato de + polimixina b, sulfato de + hidrocortisona 5 mg/ml + 10.000 ui/ml + 10 mg/ml susp oto fr 10 ml",Frasco,14.69,12.0,176.28,C,MEDICAMENTOS,-33.2,-30.8,-30.8,-4.88,-58.56,fuzzy_alta,0.92,14.69,-54.26,54.26,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
MIRTAZAPINA SOLIDO (30MG CP ORODISP) C1,MIRTAZAPINA,"['LABORATORIO GLOBO', 'PRATI DONADUZZI', 'SANDOZ']",3,3,15.0,5.383333333333333,0.75,0.4,15.0,2025-12-01,86999,mirtazapina 30 mg com orodispersiveis,mirtazapina 30 mg com orodispersiveis,Comprimido,1.18,148.8,175.584,C,MEDICAMENTOS,1171.2,356.2,-36.4,13.82,2056.42,llm,1.0,1.18,-63.98,63.98,0.0,True,"outlier_custo_ultimo,gap_inflado_por_outlier",global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
HEMIFUMARATO DE QUETIAPINA SOLIDO (25MG COMPRIMIDO) C1,HEMIFUMARATO DE QUETIAPINA,"['CRISTALIA', 'EMS', 'FQM', 'ZYDUS']",5,5,0.13,0.20442559999999999,0.17,0.13,0.377128,2025-10-13,87143,quetiapina 25 mg com rev,quetiapina 25 mg com rev,Comprimido,0.13,1341.8,174.434,C,MEDICAMENTOS,0.0,57.3,30.8,0.0,0.0,llm,1.0,0.13,53.67,0.0,53.67,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
ESPECULO VAGINAL DESC M ESTERILL,PRODUTOS PARA SAUDE,['CRAL'],1,1,1.212201,1.212201,1.212201,1.212201,1.212201,2023-06-20,87726,especulo vaginal descartavel (tam: m) esteril s/ lubrificante,especulo vaginal descartavel (tam: m) esteril s/ lubrificante,Unidade,1.37,127.0,173.99,C,MATERIAIS,-11.5,-11.5,-11.5,-0.1578,-20.04,llm,1.0,1.37,-20.04,20.04,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
ACETILCISTEINA (100MG/ML SOL INJ USO INTRAVENOSO/INALATÂ¿RIO AMPOLA 3ML),ACETILCISTEINA,['UNIAO QUIMICA'],1,1,4.0,4.0,4.0,4.0,4.0,2023-07-28,83640,acetilcisteina 100 mg/ml sol inj amp 3 ml,acetilcisteina 100 mg/ml sol inj amp 3 ml,Ampola,2.62,66.1,173.182,C,MEDICAMENTOS,52.7,52.7,52.7,1.38,91.22,llm,1.0,2.62,91.22,0.0,91.22,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DICLORIDRATO DE TRIMETAZIDINA  (35MG CP),DICLORIDRATO DE TRIMETAZIDINA,['SERVIER'],1,1,1.5408,1.5408,1.5408,1.5408,1.5408,2025-03-20,87277,trimetazidina 35 mg com rev,trimetazidina 35 mg com rev,Comprimido,2.45,69.4,170.03000000000003,C,MEDICAMENTOS,-37.1,-37.1,-37.1,-0.9092,-63.1,llm,0.95,2.45,-63.1,63.1,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
GABAPENTINA (400MG CAPSULA) C1,GABAPENTINA,"['BIOLAB', 'EMS']",2,2,0.339,0.6168335,0.6168335,0.339,0.894667,2025-09-30,86592,gabapentina 400 mg cap dura,gabapentina 400 mg cap dura,Cápsula,0.83,203.8,169.154,C,MEDICAMENTOS,-59.2,-25.7,-25.7,-0.491,-100.07,llm,1.0,0.83,-43.44,43.44,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
ISOSSORBIDA (10MG/ML SOLUCAO INJETAVEL 1ML),MONONITRATO DE ISOSSORBIDA,['BIOLAB'],1,1,2.2,2.2,2.2,2.2,2.2,2024-04-12,92960,isossorbida 10mg/ml 1ml,isossorbida 10mg/ml 1ml,Ampola,2.91,58.1,169.07100000000003,C,MEDICAMENTOS,-24.4,-24.4,-24.4,-0.71,-41.25,llm,1.0,2.91,-41.25,41.25,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SACCHAROMYCES CEREVISIAE LIQUIDO (50MILHOES/ML 5ML),SACCHAROMYCES CEREVISIAE,['HEBRON'],2,2,2.847193,2.7730215,2.7730215,2.69885,2.847193,2024-12-05,86810,saccharomyces cerevisiae 5 ml flac ped ,saccharomyces cerevisiae 5 ml flac ped ,Flaconete,3.6,46.5,167.4,C,MEDICAMENTOS,-20.9,-23.0,-23.0,-0.7528,-35.01,llm,0.9,3.6,-38.45,38.45,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SACCHAROMYCES CEREVISIAE LIQUIDO (100MILHOES/ML SUS OR) ,SACCHAROMYCES CEREVISIAE,['HEBRON'],1,1,3.41191,3.41191,3.41191,3.41191,3.41191,2024-11-21,86810,saccharomyces cerevisiae 5 ml flac ped ,saccharomyces cerevisiae 5 ml flac ped ,Flaconete,3.6,46.5,167.4,C,MEDICAMENTOS,-5.2,-5.2,-5.2,-0.1881,-8.75,llm,0.8,3.6,-8.75,8.75,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
HIDRALAZINA (25MG COMPRIMIDO REVESTIDO),CLORIDRATO DE HIDRALAZINA,"['NOVARTIS', 'UNIAO QUIMICA']",2,2,0.320417,0.320425,0.320425,0.320417,0.320433,2025-10-21,86616,hidralazina 25 mg drg,hidralazina 25 mg drg,Drágea,0.42,392.9,165.01799999999997,C,MEDICAMENTOS,-23.7,-23.7,-23.7,-0.0996,-39.13,llm,1.0,0.42,-39.12,39.12,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ATADURA DE CREPOM 12 X 1,8M 13 F ECOMAX",PRODUTOS PARA SAUDE,['ECOMAX '],1,1,0.458333,0.458333,0.458333,0.458333,0.458333,2026-01-07,87777,atadura crepom 12x180cm não estéril - embalagem individual,atadura crepom 12x180cm não estéril - embalagem individual,Rolo,1.58,102.7,162.26600000000002,C,MATERIAIS,-71.0,-71.0,-71.0,-1.1217,-115.2,llm,0.95,1.58,-115.2,115.2,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ATADURA CREPOM 12 X 1,8M 13F",PRODUTOS PARA SAUDE,['AMED S/A'],1,1,0.6,0.6,0.6,0.6,0.6,2024-08-30,87777,atadura crepom 12x180cm não estéril - embalagem individual,atadura crepom 12x180cm não estéril - embalagem individual,Rolo,1.58,102.7,162.26600000000002,C,MATERIAIS,-62.0,-62.0,-62.0,-0.98,-100.65,llm,1.0,1.58,-100.65,100.65,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
PROGESTERONA SOLIDO (200MG CAP),PROGESTERONA,['FQM'],2,2,1.928514,2.0975845,2.0975845,1.928514,2.266655,2025-08-06,86857,progesterona 200 mg cap gel mole,progesterona 200 mg cap gel mole,Cápsula,2.66,60.8,161.728,C,MEDICAMENTOS,-27.5,-21.1,-21.1,-0.7315,-44.47,llm,0.95,2.66,-34.19,34.19,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
BUTILBROMETO DE ESCOPOLAMINA (10MG COMPRIMIDO),BUTILBROMETO DE ESCOPOLAMINA,['COSMED'],1,1,0.3415,0.3415,0.3415,0.3415,0.3415,2025-09-23,86766,escopolamina 10 mg com rev,escopolamina 10 mg com rev,Comprimido,0.98,161.6,158.368,C,MEDICAMENTOS,-65.2,-65.2,-65.2,-0.6385,-103.18,llm,1.0,0.98,-103.18,103.18,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
NISTATINA TOPICO (25.000 UI/G CREM VAG),NISTATINA,"['HYPERA', 'NEO QUIMICA', 'PRATI DONADUZZI']",3,3,5.0,11.969972333333333,5.249917,5.0,25.66,2025-11-26,87035,nistatina 25.000 ui/g cr vag bg 60g,nistatina 25.000 ui/g cr vag bg 60g,Bisnaga,7.45,20.9,155.70499999999998,C,MEDICAMENTOS,-32.9,60.7,-29.5,-2.45,-51.2,fuzzy_alta,0.83,7.45,-45.98,45.98,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"SULFATO DE ATROPINA INJETAVEL (0,25MG/ML SOL INJ AMPOLA 1ML) ",SULFATO DE ATROPINA,['FARMACE'],1,1,0.6,0.6,0.6,0.6,0.6,2025-10-13,86494,"atropina 0,25 mg/ml sol inj amp 1 ml","atropina 0,25 mg/ml sol inj amp 1 ml",Ampola,0.78,197.2,153.816,C,MEDICAMENTOS,-23.1,-23.1,-23.1,-0.18,-35.5,llm,1.0,0.78,-35.5,35.5,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"SULFATO DE ATROPINA (0,50MG/2ML INJ AMPOLA 2ML)",SULFATO DE ATROPINA,['SANTISA'],1,1,0.6,0.6,0.6,0.6,0.6,2025-02-17,86494,"atropina 0,25 mg/ml sol inj amp 1 ml","atropina 0,25 mg/ml sol inj amp 1 ml",Ampola,0.78,197.2,153.816,C,MEDICAMENTOS,-23.1,-23.1,-23.1,-0.18,-35.5,llm,0.8,0.78,-35.5,35.5,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
COLECALCIFEROL (7000UI COMPRIMIDO REVESTIDO),COLECALCIFEROL,['FQM'],2,2,0.956333,0.8287184999999999,0.8287184999999999,0.701104,0.956333,2025-06-12,86666,colecalciferol 7.000 ui com rev,colecalciferol 7.000 ui com rev,Comprimido,2.0,76.7,153.4,C,MEDICAMENTOS,-52.2,-58.6,-58.6,-1.0437,-80.05,llm,1.0,2.0,-89.84,89.84,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
COLECALCIFEROL (7000UI CAPSULA GELATINOSA MOLE) ,COLECALCIFEROL,['NEO QUIMICA'],1,1,0.157,0.157,0.157,0.157,0.157,2024-11-11,86666,colecalciferol 7.000 ui com rev,colecalciferol 7.000 ui com rev,Comprimido,2.0,76.7,153.4,C,MEDICAMENTOS,-92.2,-92.2,-92.2,-1.843,-141.36,llm,0.9,2.0,-141.36,141.36,0.0,False,preco_depara_incompativel,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
MISOPROSTOL (25MCG CP VAGINAL) C1,MISOPROSTOL,['HEBRON'],1,1,7.529052,7.529052,7.529052,7.529052,7.529052,2024-10-04,87001,misoprostol 25 mcg ,misoprostol 25 mcg ,Comprimido,9.2,16.5,151.79999999999998,C,MEDICAMENTOS,-18.2,-18.2,-18.2,-1.6709,-27.57,llm,1.0,9.2,-27.57,27.57,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
PARACETAMOL LIQUIDO (200MG/ML SOL OR 15ML),PARACETAMOL,['EMS'],1,1,1.1,1.1,1.1,1.1,1.1,2025-09-08,87097,paracetamol 200 mg/ml sol or fr got 15 ml ,paracetamol 200 mg/ml sol or fr got 15 ml ,Frasco,1.45,104.21,151.10449999999997,C,MEDICAMENTOS,-24.1,-24.1,-24.1,-0.35,-36.47,llm,1.0,1.45,-36.47,36.47,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
FENOBARBITAL (40MG/ML SOLUCAO ORAL 20ML) B1,FENOBARBITAL,"['CRISTALIA', 'UNIAO QUIMICA']",2,2,4.29,4.045,4.045,3.8,4.29,2023-12-20,86790,fenobarbital 40 mg/ml sol or fr gt 20 ml,fenobarbital 40 mg/ml sol or fr gt 20 ml,Frasco,4.64,32.4,150.33599999999998,C,MEDICAMENTOS,-7.5,-12.8,-12.8,-0.35,-11.34,llm,1.0,4.64,-19.28,19.28,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
TEMOZOLOMIDA (20MG CAP DURA ),TEMOZOLOMIDA,"['BLAU', 'CAMBER', 'EUROFARMA ONCO']",4,4,11.000003,12.27500075,14.5000015,0.7,19.4,2025-11-18,103898,temozolomida 20 mg cap gel dura genérico ,temozolomida 20 mg cap gel dura genérico ,Cápsula,12.0,12.5,150.0,C,EXCEPCIONAL,-8.3,2.3,20.8,-1.0,-12.5,llm,1.0,12.0,31.25,0.0,31.25,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
METADONA (10MG COMPRIMIDO) A1,CLORIDRATO DE METADONA,['CRISTALIA'],1,1,1.36,1.36,1.36,1.36,1.36,2025-09-10,86962,metadona 10 mg com,metadona 10 mg com,Comprimido,1.77,84.5,149.565,C,MEDICAMENTOS,-23.2,-23.2,-23.2,-0.41,-34.64,fuzzy_alta,0.89,1.77,-34.64,34.64,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DIGLICONATO DE CLOREXIDINA (2% DEGERMANTE 1000ML),DIGLICONATO DE CLOREXIDINA,"['RIOQUIMICA', 'VIC PHARMA']",3,3,14.21,16.236666666666668,15.75,14.21,18.75,2024-08-23,84214,clorexidina degermante 2% 1000ml (s/ bico),clorexidina degermante 2% 1000ml (s/ bico),Litros,14.52,10.3,149.556,C,MATERIAIS,-2.1,11.8,8.5,-0.31,-3.19,llm,1.0,14.52,12.67,0.0,12.67,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DIGLICONATO DE CLOREXIDINA (2% ALCOOLICA 1000ML),DIGLICONATO DE CLOREXIDINA,['RIOQUIMICA'],1,1,17.5,17.5,17.5,17.5,17.5,2023-09-13,84214,clorexidina degermante 2% 1000ml (s/ bico),clorexidina degermante 2% 1000ml (s/ bico),Litros,14.52,10.3,149.556,C,MATERIAIS,20.5,20.5,20.5,2.98,30.69,llm,1.0,14.52,30.69,0.0,30.69,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CANULA GUEDEL  NÂ¿ 4 TAMANHO 100MM,PRODUTOS PARA SAUDE,['DESCARPACK'],1,1,1.0178,1.0178,1.0178,1.0178,1.0178,2023-11-14,111150,canula de guedell estéril nº 4,canula de guedell estéril nº 4,Unidade,2.54,58.67,149.0218,C,MATERIAIS,-59.9,-59.9,-59.9,-1.5222,-89.31,llm,1.0,2.54,-89.31,89.31,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DIVALPROATO DE SODIO (250MG COMPRIMIDO) (C1),DIVALPROATO DE SODIO,['ZYDUS'],1,1,0.475,0.475,0.475,0.475,0.475,2025-07-03,86724,divalproato de sodio 250 mg com rev,divalproato de sodio 250 mg com rev,Comprimido,1.25,118.7,148.375,C,MEDICAMENTOS,-62.0,-62.0,-62.0,-0.775,-91.99,llm,1.0,1.25,-91.99,91.99,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DIPIRONA MONOIDRATADA (500MG CP VP),DIPIRONA MONOIDRATADA,"['EMS', 'PRATI DONADUZZI']",3,3,0.125,0.11944433333333333,0.125,0.108333,0.125,2025-12-31,83667,dipirona 500 mg com,dipirona 500 mg com,Comprimido,0.14,1059.3,148.30200000000002,C,MEDICAMENTOS,-10.7,-14.7,-10.7,-0.015,-15.89,llm,0.95,0.14,-15.89,15.89,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DICLORIDRATO DE HIDROXIZINA (2MG/ML SOL OR FR 120ML),DICLORIDRATO DE HIDROXIZINA,"['GERMED', 'LABORATORIO GLOBO']",3,3,3.8,3.9,3.8,3.8,4.1,2025-09-17,86865,"hidroxizina, cloridrato de 2 mg/ml sol or fr 120 ml","hidroxizina, cloridrato de 2 mg/ml sol or fr 120 ml",Frasco,5.53,26.42,146.10260000000002,C,MEDICAMENTOS,-31.3,-29.5,-31.3,-1.73,-45.71,fuzzy_alta,0.91,5.53,-45.71,45.71,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DICLORIDRATO DE HIDROXIZINA (2MG/ML SOL OR FR 100ML),CLORIDRATO DE HIDROXIZINA,['NATIVITA'],1,1,3.99,3.99,3.99,3.99,3.99,2025-08-06,86865,"hidroxizina, cloridrato de 2 mg/ml sol or fr 120 ml","hidroxizina, cloridrato de 2 mg/ml sol or fr 120 ml",Frasco,5.53,26.42,146.10260000000002,C,MEDICAMENTOS,-27.8,-27.8,-27.8,-1.54,-40.69,fuzzy_alta,0.89,5.53,-40.69,40.69,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SULFATO DE GENTAMICINA (40MG/ML SOLUCAO INJETAVEL IM/IV 2ML),SULFATO DE GENTAMICINA,['SANTISA'],1,1,0.78,0.78,0.78,0.78,0.78,2026-04-01,83676,gentamicina 40 mg/ml sol inj amp 2ml,gentamicina 40 mg/ml sol inj amp 2ml,Ampola,1.03,138.9,143.067,C,MEDICAMENTOS,-24.3,-24.3,-24.3,-0.25,-34.72,llm,1.0,1.03,-34.72,34.72,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SULFATO DE GENTAMICINA (40MG/ML SOLUCAO INJETAVEL IM/IV 1ML),SULFATO DE GENTAMICINA,['NOVAFARMA'],1,1,1.15,1.15,1.15,1.15,1.15,2022-12-12,83676,gentamicina 40 mg/ml sol inj amp 2ml,gentamicina 40 mg/ml sol inj amp 2ml,Ampola,1.03,138.9,143.067,C,MEDICAMENTOS,11.7,11.7,11.7,0.12,16.67,llm,0.9,1.03,16.67,0.0,16.67,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SULFATO DE GENTAMICINA (40MG/ML SOL INJ IM/IV/ INAL/INTRATRAQUEAL AMPOLA 2ML),SULFATO DE GENTAMICINA,"['HYPOFARMA', 'NOVAFARMA']",3,3,0.85,1.0,0.9,0.85,1.25,2024-12-06,83676,gentamicina 40 mg/ml sol inj amp 2ml,gentamicina 40 mg/ml sol inj amp 2ml,Ampola,1.03,138.9,143.067,C,MEDICAMENTOS,-17.5,-2.9,-12.6,-0.18,-25.0,llm,1.0,1.03,-18.06,18.06,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CICLOFOSFAMIDA MONOIDRATADA SOLIDO (50MG CP),CICLOFOSFAMIDA MONOIDRATADA,['BAXTER'],1,1,1.024,1.024,1.024,1.024,1.024,2023-03-27,86341,ciclofosfamida monoidratada 50 mg com rev lib retard genuxal,ciclofosfamida monoidratada 50 mg com rev lib retard genuxal,Comprimido,2.5,57.0,142.5,C,EXCEPCIONAL,-59.0,-59.0,-59.0,-1.476,-84.13,llm,1.0,2.5,-84.13,84.13,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CEFALOTINA SODICA (1G PO INJ IM/IV 10 ML),CEFALOTINA SODICA,['BLAU'],1,1,4.064,4.064,4.064,4.064,4.064,2025-12-22,86582,cefalotina  sodica 1 g po liof inj fa,cefalotina  sodica 1 g po liof inj fa,Frasco Ampola,5.1,27.8,141.78,C,MEDICAMENTOS,-20.3,-20.3,-20.3,-1.036,-28.8,llm,1.0,5.1,-28.8,28.8,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
FENITOINA SODICA (100MG COMPRIMIDO) C1,FENITOINA SODICA,"['COSMED', 'SANOFI', 'TEUTO']",3,3,0.2,0.1666996666666667,0.2,0.0801,0.219999,2024-10-02,86787,fenitoina 100 mg com,fenitoina 100 mg com,Comprimido,0.25,559.6,139.9,C,MEDICAMENTOS,-20.0,-33.3,-20.0,-0.05,-27.98,fuzzy_alta,0.79,0.25,-27.98,27.98,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"METILSULFATO DE NEOSTIGMINA  (0,5 MG/ML INJ 1 ML)",NEOSTIGMINA,"['BLAU', 'UNIAO QUIMICA']",2,2,0.7,0.897,0.897,0.7,1.094,2024-09-05,87024,"neostigmina 0,5 mg/ml sol inj amp 1 ml","neostigmina 0,5 mg/ml sol inj amp 1 ml",Ampola,1.67,81.2,135.60399999999998,C,MEDICAMENTOS,-58.1,-46.3,-46.3,-0.97,-78.76,llm,1.0,1.67,-62.77,62.77,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
